id,bid,user_id,用户昵称,微博正文,头条文章url,发布位置,艾特用户,话题,转发数,评论数,点赞数,发布时间,发布工具,微博图片url,微博视频url,retweet_id,ip,user_authentication
5143838906651443,PiorUrUll,1687813073,李建秋的世界,#特斯拉与百度合作#开源圣人现在这样了？逼格都没有了。，上个月马前卒还写了：“特斯拉自动驾驶来了，中国智驾还有胜算吗?”,,,,特斯拉与百度合作,20,98,1617,2025-03-13 20:50,微博网页版,https://wx3.sinaimg.cn/large/6499fbd1gy1hzfmsl7qrfj20fz0n579g.jpg,,,湖北,金V
5143868735752744,Pipe1o8yc,1277274355,臧智渊,最近每天都开300+，SU7Ultra长途也很拉风，但是座椅还是略硬，希望改款能带上十六点按摩啊。图2黄色是京雄高速的自动驾驶测试车道。#臧智渊的小米su7ultra#,,,,臧智渊的小米su7ultra,2,39,173,2025-03-13 22:48,,"https://wx4.sinaimg.cn/large/4c21a8f3ly1hzfq6fzw4yj210o1bsag1.jpg,https://wx1.sinaimg.cn/large/4c21a8f3ly1hzfq9cd0uoj24eo3b0kjm.jpg",,,北京,金V
5143750671600685,Pim9B6Ipv,6424348337,阿哲科技说,来参加一个高校的会议，讲到自动驾驶方面，安徽大学一个教授举例说他们同事买了华为问界，智驾非常安全非常方便,,威海·哈尔滨工业大学(威海校区),,,1,66,96,2025-03-13 14:59,,https://wx4.sinaimg.cn/large/0070LUtzly1hzfcpf9pgcj30tf12ajwv.jpg,,,山东,金V
5143827658311323,Pio9LyS9B,3097378697,ZEALER,【#特斯拉与百度合作#】3月13日，特斯拉正在与百度合作，旨在提升其在中国市场的高级驾驶辅助系统性能。但截止发稿前，特斯拉和百度方面均未对此作出回应。据过往报道，今年2月，特斯拉中国宣布，推出城市道路Autopilot自动辅助驾驶功能，此举被外界视为FSD功能正式进入中国市场。(路透),,,,特斯拉与百度合作,2,22,94,2025-03-13 20:05,微博网页版,https://wx1.sinaimg.cn/large/003nChGVgy1hzflk3y289j60v10is14g02.jpg,,,,蓝V
5143750843566388,Pim9SeXMo,1847582585,都市快报,#杭州桐庐试运行自动驾驶公交#近日，杭州桐庐的自动驾驶公交车投入试运行，该车可自动避障、识别路况信息。据介绍，该自动驾驶公交车具备L4级别的自动驾驶技术，车上配备有毫米波雷达，可以感知到车身周围以往驾驶员观察不到的位置。当跑完1000公里测试路程后，该公交车就将正式运营。L都市快报的微博视频,,杭州,,杭州桐庐试运行自动驾驶公交,6,5,19,2025-03-13 15:00,微博视频号,,"http://f.video.weibocdn.com/o0/UlYKfPp1lx08mDSgVKfS01041200d07o0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723856&ssig=TnTV0VW1ef&KID=unistore,video",,,普通用户
5143791598045102,PindBxKTI,1961594843,杭州微博城事,【#杭州公交车都开始自动驾驶了##赛博杭州是真赛博#】近日，杭州桐庐的自动驾驶公交车投入试运行，该车可自动避障、识别路况信息。据介绍，该自动驾驶公交车具备L4级别的自动驾驶技术，车上配备有毫米波雷达，可以感知到车身周围以往驾驶员观察不到的位置。当跑完1000公里测试路程后，该公交车就将正式运营。对此你想说？@都市快报L都市快报的微博视频,,,都市快报,"杭州公交车都开始自动驾驶了,赛博杭州是真赛博",4,6,9,2025-03-13 17:42,微博视频号,,"http://f.video.weibocdn.com/o0/UlYKfPp1lx08mDSgVKfS01041200d07o0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723856&ssig=TnTV0VW1ef&KID=unistore,video",,浙江,红V
5143784699988766,Pin2tFUx8,2094451373,天天越野跑,第三阵营的特斯拉FSD一个多小时的城区和高速居然零干预，第一阵营的天团想必更厉害吧特斯拉超话#智能辅助驾驶##自动驾驶#L天天越野跑的微博视频,,,,"智能辅助驾驶,自动驾驶",3,3,23,2025-03-13 17:15,特斯拉超话,,"http://f.video.weibocdn.com/o0/VSW6mnkSlx08mE1uK9wQ0104120chNlF0E050.mp4?label=mp4_720p&template=1276x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742723856&ssig=%2FgU%2B8agQUl&KID=unistore,video",,美国,普通用户
5143651718532598,PijzZzNIy,6001853980,Gemini-迷你,HUAWEI，自动驾驶中，有点意思#问界m7##大v聊车##我与汽车的日常#,,,,"问界m7,大v聊车,我与汽车的日常",1,22,33,2025-03-13 08:26,iPhone 16 Pro,"https://wx4.sinaimg.cn/large/006ybaosgy1hzf1buq7grj33402c0u0x.jpg,https://wx4.sinaimg.cn/large/006ybaosgy1hzf1bwa1koj33402c04qq.jpg,https://wx2.sinaimg.cn/large/006ybaosgy1hzf1btopiuj33402c0b2a.jpg",,,江苏,红V
5143702953003519,PikUDcBlR,1715845153,ibuick,宝马公开了NeueKlasse部分技术细节，首先就是新一代智能电子电气架构。由四个“大脑”组成。分别控制车辆某一部分功能。提高集成度，缩短通信链路，大幅度降低延迟，整车线束长度降低了600米，减重30%。四个大脑分别是全景iDrive超级大脑，负责视平线全景显示和向心中控所有功能。自动驾驶超级大脑，算力提升20倍，负责高阶驾驶功能。车辆控制超级大脑，控制车辆上全部舒适功能和基础功能。驾控超级大脑，负责动力系统和驾驶动态融合。我最关注的就是这个全新的驾控超级大脑“HeartofJoy”快乐之心。它是纯粹驾驶乐趣的具像化。通过将动力系统、传动系统控制和车辆动态控制（VD）整合在一起，可以提供比以往更加精准的驾驶体验。通过对整车动力系统和动态建模，可以准确快速获得当前车辆姿态并快速匹配相应的动力输出。让驾驶更加随心所欲。#智能驾趣宝马新世代#,,,,智能驾趣宝马新世代,5,4,19,2025-03-13 11:50,iPhone 14 Pro Max,"https://wx2.sinaimg.cn/large/6645b821ly1hzf78cyl55j213v0mftn2.jpg,https://wx2.sinaimg.cn/large/6645b821ly1hzf78bln15j21kc0vpncu.jpg,https://wx1.sinaimg.cn/large/6645b821ly1hzf78fzlc3j22bc1awaxi.jpg,https://wx4.sinaimg.cn/large/6645b821ly1hzf78iy4g1j21ws19uk8b.jpg",,,北京,金V
5143829938703827,PiodrAwgj,6217389391,陆小路同学,我认为小鹏G6的换代堪称“科技平权教科书”——全系标配车位到车位智驾，上车自动规划路线，下车自主完成泊车，全程零接管，连新手司机都能秒变“老司机”。搭载的图灵AI智驾系统，用纯视觉方案实现高速/城区领航辅助，硬刚特斯拉FSD也不虚。更狠的是年内将上线园区智驾漫游，从小区到停车场最后100米全自动，连找车位都能交给AI。#全新小鹏G6从未见过如此换代##小鹏G6价格#在20万级市场，G6直接把800V高压平台和5C超充焊成标配，CLTC续航725km+百公里电耗12.5kWh，充电10分钟补能300公里，比油车加油还快。为什么#何小鹏说G6是与十万用户共创的车#？从新增星暮紫/云贝米配色到取消轮眉黑饰条，从流媒体后视镜到星河律动氛围灯，每一个细节都源于用户吐槽。而且十万车主反馈催生的“浮鲸仿生底盘”，用液压回弹减震+太极衬套矩阵，过减速带比德系车还柔顺；中欧团队联合调校的刹车系统，让6秒级加速的推背感也能稳如老狗。这哪是改款啊？分明是十万用户集体脑暴的“共创神车”！,,,,"全新小鹏G6从未见过如此换代,小鹏G6价格,何小鹏说G6是与十万用户共创的车",30,33,101,2025-03-13 20:14,,"https://wx2.sinaimg.cn/large/006MLx03ly1hzfltj8mnyj30u012kwjv.jpg,https://wx3.sinaimg.cn/large/006MLx03ly1hzfltjw4zyj31040irq7w.jpg,https://wx2.sinaimg.cn/large/006MLx03ly1hzfltkbr2vj31bf0qojwm.jpg",,,山东,红V
5143752796801246,Pimd1sxjw,2772978773,GeeK老王,北京南站惊现无人自动驾驶接送站服务，越来越科技化了,,,,,18,24,38,2025-03-13 15:08,,"https://wx4.sinaimg.cn/large/a5484c55ly1hzfcstgzmuj20i30c0tf5.jpg,https://wx2.sinaimg.cn/large/a5484c55ly1hzfcst9thmj20i40c0jy4.jpg,https://wx4.sinaimg.cn/large/a5484c55ly1hzfcstotcqj20i60dg796.jpg",,,北京,金V
5143684824959950,PikrokOjc,1793972723,超爱玩的Da海-Li,#为啥量产车也要频繁刷赛道#当量产车开始批量攻占赛道榜单，本质上暴露的是电动时代特有的「技术军备焦虑」。三电系统的模块化让零百加速成了白菜价配置，但真正的机械素养反而成了稀缺品——赛道成绩本质上是在给用户建立新的价值标尺：用沥青路面上具象化的秒数，量化那些藏在参数表里的「底盘调校」「热管理」「扭矩分配」究竟值多少钱。说白了，这是车企在智能座舱和自动驾驶之外，重新争夺「驾驶价值」定义权的暗战。有趣的是，赛道营销正在成为电动时代的「新鄙视链」：堆激光雷达的看不起纯视觉，跑纽北的瞧不上刷浙赛的，原厂下赛道的又鄙视改装车刷圈。这种内卷背后是残酷的现实——当续航和智驾逐渐趋同，性能操控成了为数不多能建立技术壁垒的领域。领克Z10这类背靠赛事基因的选手，本质上是在用赛道成绩给消费者植入「性能安全冗余」的心理暗示：能在宁波赛道2分04秒不刹车过热的车，应付地库斜坡和高速匝道自然游刃有余。但需要警惕的是，赛道神话和日常体验之间往往隔着工程团队的魔法。就像手机跑分不能完全代表用户体验，如何在极限性能和耐用性之间找到平衡点，才是真正考验车企功力的地方。毕竟没有消费者会天天劈弯，但每个人都需要一套在暴雨天依旧可靠的ESP系统。当车企们忙着在赛道上贴飞行圈时，或许更该思考：这些用胎烟换来的数据，究竟有多少能转化成用户方向盘上的真实笑容？,,,,为啥量产车也要频繁刷赛道,0,3,16,2025-03-13 10:38,Xiaomi MIX Fold 4,"https://wx3.sinaimg.cn/large/6aedd9f3ly1hzf54x9m1rj20vf0juadg.jpg,https://wx1.sinaimg.cn/large/6aedd9f3ly1hzf54xwhgnj20pi0g4tap.jpg,https://wx4.sinaimg.cn/large/6aedd9f3ly1hzf54yemuwj20np0eytam.jpg,https://wx4.sinaimg.cn/large/6aedd9f3ly1hzf55hnz61j20u01sygrs.jpg,https://wx1.sinaimg.cn/large/6aedd9f3ly1hzf55hzlndj20u01sytgx.jpg,https://wx2.sinaimg.cn/large/6aedd9f3ly1hzf55iec64j20u01syjxx.jpg",,,北京,黄V
5143729628250431,PilBEyCjt,7779438701,Xauto报告,新款问界M9上市定档3月13日，官方宣称问界M9将于本月20日上市，预售47.8万起。车身尺寸方面，长宽高分别为5230*1999*1800毫米，轴距3110毫米，定位大型SUV，提供五座和六座两种布局。智能驾驶，车顶配备华为自研的192线激光雷达，前翼子板处有侧视摄像头，同时还配备尊界S800同款三固态激光雷达，硬件规格达到L3级自动驾驶需求，同时主动安全能力再提升。动力方面，增程版换装了型号为HG15T的1.5T发动机。官方将为问界M9现款车型车主提供可选的原厂硬件升级方案，同时，现款将持续OTA升级软件特性，做到“常用常新”。#汽场全开##问界m9##新款问界M9预售价47.8万起#,,,,"汽场全开,问界m9,新款问界M9预售价47.8万起",0,1,18,2025-03-13 13:36,微博网页版,"https://wx4.sinaimg.cn/large/008utJnLly1hzfaapgfrij30u013ztdl.jpg,https://wx4.sinaimg.cn/large/008utJnLly1hzfaarup21j30zd0neau0.jpg",,,河北,红V
5143795395202594,PinjJlPqO,1926909715,第一财经日报,#特斯拉辅助驾驶与百度合作##特斯拉与百度合作改善在华辅助驾驶#【特斯拉正与百度合作，以改善其在中国的辅助驾驶系统的性能】据外媒报道，特斯拉正与百度合作，以改善其在中国的辅助驾驶系统的性能。百度集团美股盘前涨超4%。,,,,"特斯拉辅助驾驶与百度合作,特斯拉与百度合作改善在华辅助驾驶",2,11,75,2025-03-13 17:57,微博网页版,https://wx3.sinaimg.cn/large/0026p7eXgy1hzfi19yww5j60rs0rstes02.jpg,,,,普通用户
5143675228128539,PikbUy6Bt,7006372128,詹志斌同学,「易三方」黑科技加持，零百加速3秒级！还有蟹行模式、圆规掉头！独家对话腾势赵长江：揭秘赵总眼中的腾势N9，它能否成为50万级豪华SUV新标杆？#车评精选##50万级最好的SUV##腾势N9#L詹志斌同学的微博视频,,,,"车评精选,50万级最好的SUV,腾势N9",1776,1259,1160,2025-03-13 10:00,微博视频号,,"http://f.video.weibocdn.com/u0/TsNGtfCKgx08mCK3K5aE01041209COaE0E040.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724064&ssig=SJVPC2rnA4&KID=unistore,video",,广东,金V
5143828730740844,Piobv36J6,2638158492,赢哥说车,泰酷辣！地平线HSD的HMI渲染像乐高#地平线##特斯拉fsd#L赢哥说车的微博视频,,,,"地平线,特斯拉 fsd",151,152,241,2025-03-13 20:09,微博视频号,,"http://f.video.weibocdn.com/u0/s3v9MVh7gx08mEdwD3hm01041200wk1I0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724064&ssig=ZwRl%2BznSb4&KID=unistore,video",,安徽,普通用户
5143675224198516,PikbUhCe0,1801122223,野生11,腾势N9，预售45-55万空间咋说呢，一台车有好几张床～用上了天神之眼的智驾那咱必须第一时间安排！你们看看这表现行吗？#腾势N9##车评精选#L野生11的微博视频,,,,"腾势N9,车评精选",899,878,1989,2025-03-13 10:00,微博视频号,,"http://f.video.weibocdn.com/o0/ax7qmeoClx08mCJBgiCs0104120ac8oM0E040.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724064&ssig=KdVB3s%2FqbT&KID=unistore,video",,,金V
5143766647178958,Pimzmu7zE,3163705834,肉肉爸比ev,无人自动驾驶车辆开在路上，是不是一定会开的很慢？体验是不是不会很好？我揣着这样的疑问坐了两次在南沙坐了小马，因为之前有一次的体验实在糟糕，我把在南沙晚高峰时段，跟昌老司一块坐小马智行的视频一刀未剪发出来视频可以看到*小马自动驾驶在车流中穿梭的速度并不亚于其它车辆*虽然是采图逻辑，但是有通用能力兜底，能够应对非常多的复杂场景*除了高架上对VRU的两次短促刹车，全程没有误刹*极致流畅的主辅路切换，掉头体验*SR没有显示，但是机非混行，绕行路边临停自行车非常迅速*唯一比较费解的场景是在3分钟左右非要往右变道的决策L4的最大不一样就是系统全盘应对一切，乘客坐在后排，想干嘛就干嘛，而目前我认为能让用户在后排安心坐着，甚至睡觉的无人驾驶，只有小马智行，另一家就不说了，小马这套智驾的硬件配置是4颗Orin-X加上7颗速腾聚创的激光雷达有时间我会把广州塔-广州南的视频剪一下，高速对于L4来说会更加难，长尾场景的风险更大视频剪的有点慢，主要是电脑配置有限，M3Max64g剪这条视频感觉超负荷了看完视频可以说下对小马晚高峰表现有什么看法，目前在北上广深可以体验到小马#新能源汽车#L肉肉爸比ev的微博视频,,,,新能源汽车,10,17,52,2025-03-13 16:03,微博视频号,,"http://f.video.weibocdn.com/u0/TjGcR4eXgx08mDWAFqRq01041209oyVf0E040.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724064&ssig=IpMktg9SS%2B&KID=unistore,video",,广东,红V
5143832174266066,Pioh3hTNw,3871787031,辣妹评车,地平线HSD率先攻克掉头难题#地平线##特斯拉fsd#L辣妹评车的微博视频,,,,"地平线,特斯拉 fsd",142,191,227,2025-03-13 20:23,微博视频号,,"http://f.video.weibocdn.com/u0/a48vSBpFgx08mEesVj1e01041200tCnb0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724064&ssig=rdC4wtp4%2BN&KID=unistore,video",,安徽,黄V
5143678813998292,PikhHgM8A,3246612795,水雾同学_DrEV,"#何小鹏称业内G6同等配置的车都超20万#何小鹏说：""市面上和G6配置差不多的电动车，价格都要20万以上！""这话明显在给今晚要发布的新款G6价格做铺垫。重点来了：1.现款G6现在卖20万，新款虽然叫""2025款""，但相当于全面大换血。2.充电黑科技：5分钟充电能跑200公里（和手机快充一样猛）。3.智能驾驶大升级：不用激光雷达也能精准识别路况，自动泊车更聪明。4.车机系统变超强大脑：语音助手像真人聊天，导航反应更快。5.底盘调教优化：过减速带终于不颠屁股了。最关键的还是价格！小鹏强调""别人家卖更贵""，暗示新款价格加量不加价。今晚价格要是能卡在20万左右，估计要卖爆。想买电动SUV的可以蹲今晚发布会，看看这波升级到底值不值。L新浪汽车的微博视频新浪汽车的微博视频#汽场全开#",,,,"何小鹏称业内G6同等配置的车都超20万,汽场全开",7,70,176,2025-03-13 10:14,微博视频号,,"http://f.video.weibocdn.com/o0/V1nmXeEjlx08mDsPH9Ek01041200BzZs0E010.mp4?label=mp4_720p&template=960x544.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724064&ssig=PNk214Y9qV&KID=unistore,video",,上海,红V
5143829981172066,Piodw4UUi,2528076083,科技小剑,地平线HSD比我这个老司机开得还好！#地平线##特斯拉fsd#L科技小剑的微博视频,,,,"地平线,特斯拉 fsd",146,190,228,2025-03-13 20:14,微博视频号,,"http://f.video.weibocdn.com/u0/zn6aJ2x6gx08mEdROb4Y01041200KnzY0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1742724281&ssig=1omSSDDuLt&KID=unistore,video",,安徽,普通用户
5143822695662156,Pio1LnKZ6,5124470749,不是郑小康,何小鹏谈XNGP：我们在中国第一个上高精地图，第一个上激光雷达，又第一个下了高精地图，第一个下了激光雷达。,,,,,17,118,418,2025-03-13 19:46,HUAWEI Pura 70 Pro+,,,,广东,金V
5143662281099249,PijR24BXP,1848169880,黄建平J,川马之乱，也不用太担心，最多蹦跶2年，2年后中期选举，川普大概率会失去众议院，成为光杆。以前我不理解为什么比尔盖茨做空特斯拉，现在理解了，以特斯拉的盈利能力，考虑到中国电动车强劲的竞争力，最多给特斯拉20倍PE，相当于2000亿美元市值，其它什么自动驾驶、机器人也不会是独家，最多再加1000亿美元估值，也就是3000亿美元，也就是80美元每股目标价。昨天华尔街投行给特斯拉目标价120元，还算客气。,,,,,22,17,213,2025-03-13 09:08,iPhone 13 Pro Max,,,,上海,普通用户
